# time  created  delivered  delivered/created
9032.0000 304 13 0.0428
9060.0000 305 13 0.0426
9091.0000 306 13 0.0425
9122.0000 307 13 0.0423
9149.0000 308 13 0.0422
9181.0000 309 13 0.0421
9215.0000 310 13 0.0419
9244.0000 311 13 0.0418
9274.0000 312 13 0.0417
9305.0000 313 13 0.0415
9330.0000 314 13 0.0414
9361.0000 315 13 0.0413
9376.2000 315 14 0.0444
9392.0000 316 14 0.0443
9425.0000 317 14 0.0442
9450.0000 318 14 0.0440
9475.0000 319 14 0.0439
9502.0000 320 14 0.0438
9536.0000 321 14 0.0436
9564.0000 322 14 0.0435
9590.0000 323 14 0.0433
9617.0000 324 14 0.0432
9643.0000 325 14 0.0431
9670.0000 326 14 0.0429
9704.0000 327 14 0.0428
9731.0000 328 14 0.0427
9765.0000 329 14 0.0426
9796.0000 330 14 0.0424
9822.0000 331 14 0.0423
9848.0000 332 14 0.0422
9876.0000 333 14 0.0420
9905.0000 334 14 0.0419
9932.0000 335 14 0.0418
9961.0000 336 14 0.0417
9988.0000 337 14 0.0415
10021.0000 338 14 0.0414
10025.8000 338 15 0.0444
10046.0000 339 15 0.0442
10075.0000 340 15 0.0441
10084.4000 340 16 0.0471
10104.0000 341 16 0.0469
10138.0000 342 16 0.0468
10165.0000 343 16 0.0466
10195.0000 344 16 0.0465
10220.0000 345 16 0.0464
10247.0000 346 16 0.0462
10275.0000 347 16 0.0461
10303.0000 348 16 0.0460
10329.0000 349 16 0.0458
10361.0000 350 16 0.0457
10388.0000 351 16 0.0456
10417.0000 352 16 0.0455
10443.0000 353 16 0.0453
10469.0000 354 16 0.0452
10495.0000 355 16 0.0451
10522.0000 356 16 0.0449
10536.4000 356 17 0.0478
10549.0000 357 17 0.0476
10581.0000 358 17 0.0475
10610.0000 359 17 0.0474
10644.0000 360 17 0.0472
10671.0000 361 17 0.0471
10705.0000 362 17 0.0470
10735.0000 363 17 0.0468
10768.0000 364 17 0.0467
10794.0000 365 17 0.0466
10826.0000 366 17 0.0464
10858.0000 367 17 0.0463
10887.0000 368 17 0.0462
10914.0000 369 17 0.0461
10947.0000 370 17 0.0459
10974.0000 371 17 0.0458
11000.0000 372 17 0.0457
11028.0000 373 17 0.0456
11060.0000 374 17 0.0455
11092.0000 375 17 0.0453
11123.0000 376 17 0.0452
11156.0000 377 17 0.0451
11183.0000 378 17 0.0450
11217.0000 379 17 0.0449
11242.0000 380 17 0.0447
11275.0000 381 17 0.0446
11303.0000 382 17 0.0445
11328.0000 383 17 0.0444
11359.0000 384 17 0.0443
