 26/11-12:00:46.046   	Usense3	36.4313427782
 26/11-12:01:46.046   	Usense3	36.4313427782
 26/11-12:02:46.046   	Usense3	36.4313427782
 26/11-12:03:46.046   	Usense3	36.4313427782
 26/11-12:04:46.046   	Usense3	36.4313427782
 26/11-12:05:46.046   	Usense3	36.4313427782
 26/11-12:06:47.047   	Usense3	36.4313427782
 26/11-12:07:47.047   	Usense3	36.4313427782
 26/11-12:08:47.047   	Usense3	36.4313427782
 26/11-12:09:47.047   	Usense3	36.4313427782
 26/11-12:10:47.047   	Usense3	4.4914262158
 26/11-12:11:47.047   	Usense3	9.3447155848
 26/11-12:12:48.048   	Usense3	6.8265684836
 26/11-12:13:48.048   	Usense3	2.6614085166
 26/11-12:14:48.048   	Usense3	2.6614085166
 26/11-12:15:48.048   	Usense3	6.8265684836
 26/11-12:16:48.048   	Usense3	10.3757770968
 26/11-12:17:48.048   	Usense3	6.1481988582
 26/11-12:18:48.048   	Usense3	9.3447155848
 26/11-12:19:49.049   	Usense3	6.1481988582
 26/11-12:20:49.049   	Usense3	6.8265684836
 26/11-12:21:49.049   	Usense3	6.1481988582
 26/11-12:22:49.049   	Usense3	9.3447155848
 26/11-12:23:50.050   	Usense3	9.3447155848
 26/11-12:24:50.050   	Usense3	9.3447155848
 26/11-12:25:50.050   	Usense3	11.5206021398
 26/11-12:26:50.050   	Usense3	17.5102908745
 26/11-12:27:50.050   	Usense3	6.8265684836
 26/11-12:28:51.051   	Usense3	6.8265684836
 26/11-12:29:51.051   	Usense3	9.3447155848
 26/11-12:30:51.051   	Usense3	9.3447155848
 26/11-12:30:51.051   	Usense2	-1
 26/11-12:31:51.051   	Usense3	4.9869936477
 26/11-12:31:51.051   	Usense2	5.5372401656
 26/11-12:32:51.051   	Usense3	4.9869936477
 26/11-12:32:51.051   	Usense2	5.5372401656
 26/11-12:33:51.051   	Usense3	4.9869936477
 26/11-12:33:51.051   	Usense2	5.5372401656
 26/11-12:34:51.051   	Usense3	4.9869936477
 26/11-12:34:51.051   	Usense2	5.5372401656
 26/11-12:35:52.052   	Usense3	4.9869936477
 26/11-12:35:52.052   	Usense2	6.1481988582
 26/11-12:36:52.052   	Usense3	4.9869936477
 26/11-12:36:52.052   	Usense2	3.6431342778
 26/11-12:37:52.052   	Usense3	4.9869936477
 26/11-12:37:52.052   	Usense2	9.3447155848
 26/11-12:38:52.052   	Usense3	4.9869936477
 26/11-12:38:52.052   	Usense2	9.3447155848
 26/11-12:39:52.052   	Usense3	4.9869936477
 26/11-12:39:52.052   	Usense2	9.3447155848
 26/11-12:40:53.053   	Usense3	4.9869936477
 26/11-12:40:53.053   	Usense2	9.3447155848
 26/11-12:41:53.053   	Usense3	4.9869936477
 26/11-12:41:53.053   	Usense2	7.5797869158
 26/11-12:42:53.053   	Usense3	4.9869936477
 26/11-12:42:53.053   	Usense2	6.8265684836
 26/11-12:43:53.053   	Usense2	6.8265684836
 26/11-12:44:53.053   	Usense3	-1
 26/11-12:44:53.053   	Usense2	6.8265684836
 26/11-12:45:53.053   	Usense3	4.4914262158
 26/11-12:45:53.053   	Usense2	6.8265684836
 26/11-12:46:53.053   	Usense3	4.4914262158
 26/11-12:46:53.053   	Usense2	2.9550585335
 26/11-12:47:54.054   	Usense3	4.4914262158
 26/11-12:47:54.054   	Usense2	2.9550585335
 26/11-12:48:54.054   	Usense3	4.4914262158
 26/11-12:48:54.054   	Usense2	2.9550585335
 26/11-12:49:54.054   	Usense3	4.4914262158
 26/11-12:49:54.054   	Usense2	2.9550585335
 26/11-12:50:54.054   	Usense3	4.4914262158
 26/11-12:50:54.054   	Usense2	0.3643134278
 26/11-12:51:54.054   	Usense3	8.4161126966
 26/11-12:51:54.054   	Usense2	2.1587505011
 26/11-12:52:54.054   	Usense3	8.4161126966
 26/11-12:52:54.054   	Usense2	2.1587505011
 26/11-12:53:54.054   	Usense3	8.4161126966
 26/11-12:53:54.054   	Usense2	2.1587505011
 26/11-12:54:54.054   	Usense3	8.4161126966
 26/11-12:54:54.054   	Usense2	2.1587505011
 26/11-12:55:55.055   	Usense3	8.4161126966
 26/11-12:55:55.055   	Usense2	2.1587505011
 26/11-12:56:55.055   	Usense3	8.4161126966
 26/11-12:56:55.055   	Usense2	2.1587505011
 26/11-12:57:55.055   	Usense3	8.4161126966
 26/11-12:57:55.055   	Usense2	2.1587505011
 26/11-12:58:55.055   	Usense3	8.4161126966
 26/11-12:58:55.055   	Usense2	2.1587505011
 26/11-12:59:55.055   	Usense3	8.4161126966
 26/11-12:59:55.055   	Usense2	2.1587505011
 26/11-13:00:56.056   	Usense3	8.4161126966
 26/11-13:00:56.056   	Usense2	2.3969390833
 26/11-13:01:56.056   	Usense3	8.4161126966
 26/11-13:01:56.056   	Usense2	2.3969390833
 26/11-13:02:56.056   	Usense3	29.5505853345
 26/11-13:02:56.056   	Usense2	2.3969390833
 26/11-13:03:56.056   	Usense3	29.5505853345
 26/11-13:03:56.056   	Usense2	1.4203136784
 26/11-13:04:56.056   	Usense3	7.5797869158
 26/11-13:04:56.056   	Usense2	1.4203136784
 26/11-13:05:56.056   	Usense3	7.5797869158
 26/11-13:05:56.056   	Usense2	1.4203136784
 26/11-13:06:56.056   	Usense3	7.5797869158
 26/11-13:06:56.056   	Usense2	1.4203136784
 26/11-13:07:57.057   	Usense3	5.5372401656
 26/11-13:07:57.057   	Usense2	1.4203136784
 26/11-13:08:57.057   	Usense3	5.5372401656
 26/11-13:08:57.057   	Usense2	1.4203136784
 26/11-13:09:57.057   	Usense3	5.5372401656
 26/11-13:09:57.057   	Usense2	1.4203136784
