26/11-13:54:01.001	STATIONARY
26/11-13:54:12.012	STATIONARY
26/11-13:54:22.022	STATIONARY
26/11-13:54:33.033	STATIONARY
26/11-13:54:44.044	STATIONARY
26/11-13:54:55.055	STATIONARY
26/11-13:55:06.006	STATIONARY
26/11-13:55:18.018	STATIONARY
26/11-13:55:29.029	STATIONARY
26/11-13:55:40.040	STATIONARY
26/11-13:55:51.051	STATIONARY
26/11-13:56:01.001	WALKING
26/11-13:56:12.012	STATIONARY
26/11-13:56:23.023	STATIONARY
26/11-13:56:34.034	STATIONARY
26/11-13:56:45.045	STATIONARY
26/11-13:56:57.057	STATIONARY
26/11-13:57:08.008	STATIONARY
26/11-13:57:19.019	STATIONARY
26/11-13:57:30.030	STATIONARY
26/11-13:57:41.041	STATIONARY
26/11-13:57:52.052	STATIONARY
26/11-13:58:03.003	STATIONARY
26/11-13:58:15.015	STATIONARY
26/11-13:58:26.026	STATIONARY
26/11-13:58:37.037	STATIONARY
26/11-13:58:48.048	STATIONARY
26/11-13:58:59.059	STATIONARY
26/11-13:59:10.010	STATIONARY
26/11-13:59:22.022	STATIONARY
26/11-13:59:33.033	STATIONARY
26/11-13:59:44.044	STATIONARY
26/11-13:59:56.056	STATIONARY
26/11-14:00:07.007	STATIONARY
26/11-14:00:18.018	STATIONARY
26/11-14:00:29.029	STATIONARY
26/11-14:00:41.041	STATIONARY
26/11-14:00:52.052	STATIONARY
26/11-14:01:03.003	STATIONARY
26/11-14:01:14.014	STATIONARY
26/11-14:01:25.025	STATIONARY
26/11-14:01:36.036	STATIONARY
26/11-14:01:47.047	STATIONARY
26/11-14:01:58.058	STATIONARY
26/11-14:02:09.009	STATIONARY
26/11-14:02:21.021	STATIONARY
26/11-14:02:32.032	STATIONARY
26/11-14:02:43.043	STATIONARY
26/11-14:02:55.055	STATIONARY
26/11-14:03:06.006	STATIONARY
26/11-14:03:17.017	STATIONARY
26/11-14:03:28.028	STATIONARY
26/11-14:03:39.039	STATIONARY
26/11-14:03:50.050	STATIONARY
26/11-14:04:01.001	STATIONARY
26/11-14:04:12.012	STATIONARY
26/11-14:04:23.023	STATIONARY
26/11-14:04:34.034	STATIONARY
26/11-14:04:46.046	STATIONARY
26/11-14:04:57.057	STATIONARY
26/11-14:05:08.008	STATIONARY
26/11-14:05:19.019	STATIONARY
26/11-14:05:30.030	STATIONARY
26/11-14:05:41.041	STATIONARY
26/11-14:05:52.052	STATIONARY
26/11-14:06:04.004	STATIONARY
26/11-14:06:15.015	STATIONARY
26/11-14:06:26.026	STATIONARY
26/11-14:06:38.038	STATIONARY
26/11-14:06:49.049	STATIONARY
26/11-14:07:00.000	STATIONARY
26/11-14:07:11.011	STATIONARY
26/11-14:07:22.022	STATIONARY
26/11-14:07:33.033	STATIONARY
26/11-14:07:44.044	STATIONARY
26/11-14:07:55.055	STATIONARY
26/11-14:08:06.006	STATIONARY
26/11-14:08:17.017	STATIONARY
26/11-14:08:28.028	STATIONARY
26/11-14:08:39.039	STATIONARY
26/11-14:08:50.050	STATIONARY
26/11-14:09:01.001	STATIONARY
26/11-14:09:12.012	STATIONARY
26/11-14:09:24.024	STATIONARY
26/11-14:09:35.035	STATIONARY
26/11-14:09:46.046	STATIONARY
26/11-14:09:57.057	STATIONARY
26/11-14:10:08.008	STATIONARY
26/11-14:10:19.019	STATIONARY
26/11-14:10:30.030	STATIONARY
26/11-14:10:42.042	STATIONARY
26/11-14:10:53.053	STATIONARY
26/11-14:11:04.004	STATIONARY
26/11-14:11:15.015	STATIONARY
26/11-14:11:26.026	STATIONARY
26/11-14:11:37.037	STATIONARY
26/11-14:11:48.048	STATIONARY
26/11-14:12:00.000	STATIONARY
26/11-14:12:11.011	STATIONARY
26/11-14:12:22.022	STATIONARY
26/11-14:12:33.033	STATIONARY
26/11-14:12:44.044	STATIONARY
26/11-14:12:56.056	STATIONARY
26/11-14:13:07.007	STATIONARY
26/11-14:13:18.018	STATIONARY
26/11-14:13:29.029	STATIONARY
26/11-14:13:40.040	STATIONARY
26/11-14:13:51.051	STATIONARY
26/11-14:14:02.002	STATIONARY
26/11-14:14:13.013	STATIONARY
26/11-14:14:25.025	STATIONARY
26/11-14:14:36.036	STATIONARY
26/11-14:14:47.047	STATIONARY
26/11-14:14:58.058	STATIONARY
26/11-14:15:09.009	STATIONARY
26/11-14:15:20.020	STATIONARY
26/11-14:15:30.030	STATIONARY
26/11-14:15:41.041	STATIONARY
26/11-14:15:51.051	WALKING
26/11-14:16:01.001	WALKING
26/11-14:16:12.012	WALKING
26/11-14:16:22.022	WALKING
26/11-14:16:33.033	WALKING
26/11-14:16:43.043	WALKING
26/11-14:16:53.053	WALKING
26/11-14:17:04.004	STATIONARY
26/11-14:17:14.014	STATIONARY
26/11-14:17:25.025	STATIONARY
26/11-14:17:35.035	WALKING
26/11-14:17:46.046	WALKING
26/11-14:17:56.056	WALKING
26/11-14:18:06.006	WALKING
26/11-14:18:17.017	WALKING
26/11-14:18:27.027	WALKING
26/11-14:18:38.038	WALKING
26/11-14:18:48.048	WALKING
26/11-14:18:58.058	WALKING
26/11-14:19:08.008	WALKING
26/11-14:19:19.019	WALKING
26/11-14:19:29.029	WALKING
26/11-14:19:40.040	WALKING
26/11-14:19:50.050	WALKING
26/11-14:20:00.000	WALKING
26/11-14:20:11.011	WALKING
26/11-14:20:21.021	WALKING
26/11-14:20:31.031	WALKING
26/11-14:20:42.042	WALKING
26/11-14:20:52.052	WALKING
26/11-14:21:02.002	WALKING
26/11-14:21:13.013	WALKING
26/11-14:21:24.024	WALKING
26/11-14:21:34.034	WALKING
26/11-14:21:44.044	WALKING
26/11-14:21:54.054	WALKING
26/11-14:22:05.005	WALKING
26/11-14:22:16.016	WALKING
26/11-14:22:26.026	WALKING
26/11-14:22:38.038	WALKING
26/11-14:22:48.048	STATIONARY
26/11-14:22:58.058	WALKING
26/11-14:23:08.008	WALKING
26/11-14:23:19.019	STATIONARY
26/11-14:23:30.030	STATIONARY
26/11-14:23:40.040	STATIONARY
26/11-14:23:50.050	WALKING
26/11-14:24:01.001	WALKING
26/11-14:24:11.011	WALKING
26/11-14:24:22.022	WALKING
26/11-14:24:32.032	WALKING
26/11-14:24:42.042	WALKING
26/11-14:24:53.053	WALKING
26/11-14:25:03.003	WALKING
26/11-14:25:13.013	WALKING
26/11-14:25:24.024	WALKING
26/11-14:25:34.034	WALKING
26/11-14:25:44.044	WALKING
26/11-14:25:54.054	WALKING
26/11-14:26:05.005	WALKING
26/11-14:26:15.015	WALKING
26/11-14:26:25.025	WALKING
26/11-14:26:36.036	WALKING
26/11-14:26:47.047	WALKING
26/11-14:26:57.057	WALKING
26/11-14:27:08.008	WALKING
26/11-14:27:18.018	WALKING
26/11-14:27:28.028	WALKING
26/11-14:27:39.039	WALKING
26/11-14:27:49.049	WALKING
26/11-14:28:00.000	WALKING
26/11-14:28:10.010	WALKING
26/11-14:28:20.020	WALKING
26/11-14:28:30.030	WALKING
26/11-14:28:41.041	WALKING
26/11-14:28:51.051	WALKING
26/11-14:29:02.002	WALKING
26/11-14:29:12.012	WALKING
26/11-14:29:23.023	WALKING
26/11-14:29:33.033	WALKING
26/11-14:29:43.043	WALKING
26/11-14:29:54.054	WALKING
26/11-14:30:04.004	WALKING
26/11-14:30:15.015	WALKING
26/11-14:30:25.025	WALKING
26/11-14:30:35.035	WALKING
26/11-14:30:47.047	STATIONARY
26/11-14:30:57.057	WALKING
26/11-14:31:07.007	STATIONARY
26/11-14:31:18.018	STATIONARY
26/11-14:31:28.028	STATIONARY
26/11-14:31:38.038	STATIONARY
26/11-14:31:48.048	STATIONARY
26/11-14:31:59.059	STATIONARY
26/11-14:32:09.009	STATIONARY
26/11-14:32:21.021	STATIONARY
26/11-14:32:31.031	STATIONARY
26/11-14:32:42.042	STATIONARY
26/11-14:32:52.052	STATIONARY
26/11-14:33:03.003	STATIONARY
26/11-14:33:13.013	STATIONARY
26/11-14:33:25.025	STATIONARY
26/11-14:33:35.035	STATIONARY
26/11-14:33:46.046	STATIONARY
26/11-14:33:58.058	STATIONARY
26/11-14:34:08.008	STATIONARY
26/11-14:34:19.019	STATIONARY
26/11-14:34:30.030	STATIONARY
26/11-14:34:42.042	STATIONARY
26/11-14:34:53.053	STATIONARY
26/11-14:35:04.004	STATIONARY
26/11-14:35:15.015	STATIONARY
26/11-14:35:26.026	WALKING
26/11-14:35:36.036	STATIONARY
26/11-14:35:47.047	STATIONARY
26/11-14:35:57.057	STATIONARY
26/11-14:36:08.008	STATIONARY
26/11-14:36:19.019	STATIONARY
26/11-14:36:29.029	STATIONARY
26/11-14:36:40.040	STATIONARY
26/11-14:36:51.051	STATIONARY
26/11-14:37:01.001	STATIONARY
26/11-14:37:12.012	STATIONARY
26/11-14:37:23.023	STATIONARY
